1766292060.0,88080.0,88080.0,88065.0,88065.0,0.03874958
1766292120.0,88061.0,88061.0,88056.0,88057.0,0.28771584
1766292180.0,88057.0,88057.0,88056.0,88056.0,0.00050561
1766292240.0,88056.0,88057.0,88056.0,88057.0,0.02740087
1766292300.0,88056.0,88056.0,88047.0,88048.0,0.04140777
1766292360.0,88048.0,88048.0,88047.0,88047.0,0.07579245
1766292420.0,88048.0,88048.0,88048.0,88048.0,0.00111618
1766292480.0,88048.0,88048.0,88048.0,88048.0,0.00068178
1766292540.0,88047.0,88047.0,88029.0,88029.0,0.22312028
1766292600.0,88028.0,88032.0,88028.0,88032.0,0.03911442
1766292660.0,88032.0,88032.0,88032.0,88032.0,0.04898829
1766292720.0,88032.0,88032.0,88031.0,88031.0,0.06174828
1766292780.0,88036.0,88036.0,88036.0,88036.0,0.00611299
1766292840.0,88036.0,88051.0,88036.0,88051.0,0.00992042
1766292900.0,88051.0,88051.0,88050.0,88050.0,0.003634
1766292960.0,88051.0,88051.0,88043.0,88043.0,0.00693749
1766293020.0,88043.0,88043.0,88042.0,88043.0,0.02183302
1766293080.0,88043.0,88043.0,88043.0,88043.0,0.00096883
1766293140.0,88043.0,88043.0,88043.0,88043.0,0.00691532
1766293200.0,88043.0,88043.0,88031.0,88032.0,0.02744401
1766293260.0,88032.0,88032.0,88031.0,88031.0,0.00259352
1766293320.0,88032.0,88041.0,88032.0,88041.0,0.03834449
1766293380.0,88041.0,88041.0,88040.0,88041.0,0.01818531
1766293440.0,88041.0,88041.0,88031.0,88031.0,0.09669621
1766293500.0,88032.0,88039.0,88032.0,88039.0,0.01175795
1766293560.0,88039.0,88039.0,88039.0,88039.0,0.0052484
1766293620.0,88039.0,88051.0,88039.0,88051.0,0.05069483
1766293680.0,88051.0,88072.0,88051.0,88072.0,0.04865036
1766293740.0,88071.0,88071.0,88051.0,88052.0,0.42590177
1766293800.0,88052.0,88052.0,88052.0,88052.0,0.00610278
1766293860.0,88052.0,88052.0,88051.0,88052.0,0.32443247
1766293920.0,88052.0,88064.0,88052.0,88064.0,0.53300281
1766293980.0,88064.0,88064.0,88064.0,88064.0,0.12350353
1766294040.0,88064.0,88088.0,88064.0,88088.0,0.05152548
1766294100.0,88096.0,88124.0,88096.0,88098.0,2.10500619
1766294160.0,88096.0,88101.0,88095.0,88101.0,0.04667565
1766294220.0,88101.0,88101.0,88076.0,88076.0,0.09925143
1766294280.0,88076.0,88076.0,88067.0,88067.0,0.01190882
1766294340.0,88067.0,88067.0,88033.0,88036.0,0.00957931
1766294400.0,88036.0,88080.0,88036.0,88080.0,0.04484121
1766294460.0,88080.0,88083.0,88080.0,88083.0,0.00347206
1766294520.0,88083.0,88107.0,88080.0,88107.0,0.21555533
1766294580.0,88107.0,88107.0,88087.0,88088.0,0.19542945
1766294640.0,88089.0,88107.0,88089.0,88107.0,0.01229162
1766294700.0,88107.0,88107.0,88107.0,88107.0,0.00659488
1766294760.0,88108.0,88108.0,88107.0,88108.0,0.32355213
1766294820.0,88108.0,88108.0,88107.0,88107.0,0.0177424
1766294880.0,88108.0,88108.0,88107.0,88107.0,0.00298928
1766294940.0,88107.0,88107.0,88107.0,88107.0,0.00655331
1766295000.0,88118.0,88118.0,88118.0,88118.0,0.01337482
1766295060.0,88118.0,88118.0,88118.0,88118.0,0.07374814
1766295120.0,88117.0,88117.0,88107.0,88107.0,0.01876507
1766295180.0,88107.0,88107.0,88106.0,88106.0,0.20679678
1766295240.0,88107.0,88107.0,88106.0,88106.0,0.00702655
1766295300.0,88106.0,88107.0,88092.0,88093.0,0.01185148
1766295360.0,88093.0,88106.0,88093.0,88101.0,0.02815401
1766295420.0,88089.0,88089.0,88088.0,88088.0,0.08752752
1766295480.0,88088.0,88089.0,88088.0,88088.0,0.03039399
1766295540.0,88089.0,88089.0,88089.0,88089.0,0.02194593
1766295600.0,88089.0,88101.0,88089.0,88101.0,0.00183512
1766295660.0,88101.0,88101.0,88100.0,88101.0,0.00211101
1766295720.0,88118.0,88118.0,88110.0,88110.0,0.01003773
1766295780.0,88109.0,88109.0,88100.0,88100.0,0.16966986
1766295840.0,88095.0,88095.0,88086.0,88086.0,0.01792439
1766295900.0,88086.0,88086.0,88078.0,88078.0,0.00247774
1766295960.0,88082.0,88091.0,88082.0,88091.0,0.00306516
1766296020.0,88091.0,88091.0,88090.0,88090.0,0.04142517
1766296080.0,88084.0,88084.0,88073.0,88073.0,0.03419051
1766296140.0,88073.0,88073.0,88073.0,88073.0,0.0002
1766296200.0,88074.0,88083.0,88074.0,88083.0,0.10926581
1766296260.0,88083.0,88084.0,88083.0,88083.0,0.25439663
1766296320.0,88083.0,88119.0,88083.0,88116.0,0.20348464
1766296380.0,88109.0,88111.0,88108.0,88111.0,0.041513
1766296440.0,88111.0,88111.0,88110.0,88111.0,0.00395937
1766296500.0,88111.0,88111.0,88110.0,88111.0,0.00373288
1766296560.0,88111.0,88111.0,88111.0,88111.0,0.00011253
1766296620.0,88111.0,88111.0,88111.0,88111.0,7.799e-05
1766296680.0,88111.0,88111.0,88111.0,88111.0,0.00225073
1766296740.0,88111.0,88111.0,88111.0,88111.0,0.00116579
1766296800.0,88110.0,88110.0,88088.0,88088.0,0.43566834
1766296860.0,88094.0,88098.0,88094.0,88098.0,0.03495034
1766296920.0,88098.0,88098.0,88098.0,88098.0,0.00245571
1766296980.0,88098.0,88107.0,88098.0,88107.0,0.00503735
1766297040.0,88103.0,88105.0,88103.0,88105.0,0.14716
1766297100.0,88104.0,88115.0,88104.0,88115.0,0.05034272
1766297160.0,88115.0,88115.0,88113.0,88113.0,0.01513042
1766297220.0,88114.0,88114.0,88114.0,88114.0,0.04531349
1766297280.0,88114.0,88114.0,88114.0,88114.0,0.0028813
1766297340.0,88114.0,88114.0,88114.0,88114.0,0.04268827
1766297400.0,88114.0,88114.0,88114.0,88114.0,0.00283008
1766297460.0,88114.0,88156.0,88114.0,88156.0,1.55064155
1766297520.0,88156.0,88156.0,88155.0,88156.0,0.02299345
1766297580.0,88155.0,88156.0,88155.0,88156.0,0.11973403
1766297640.0,88155.0,88156.0,88155.0,88156.0,0.08229389
1766297700.0,88156.0,88156.0,88156.0,88156.0,0.04182811
1766297760.0,88156.0,88166.0,88156.0,88166.0,0.47318256
1766297820.0,88166.0,88166.0,88166.0,88166.0,0.01248809
1766297880.0,88166.0,88166.0,88166.0,88166.0,0.02564671
1766297940.0,88165.0,88166.0,88164.0,88164.0,0.5621636
1766298000.0,88163.0,88164.0,88163.0,88164.0,0.28243395
1766298060.0,88164.0,88164.0,88160.0,88160.0,0.01301274
1766298120.0,88161.0,88161.0,88124.0,88124.0,0.10418931
1766298180.0,88122.0,88122.0,88122.0,88122.0,0.06960134
1766298240.0,88122.0,88138.0,88122.0,88138.0,0.05528941
1766298300.0,88138.0,88141.0,88138.0,88141.0,0.00986729
1766298360.0,88140.0,88140.0,88124.0,88124.0,0.01801274
1766298420.0,88127.0,88135.0,88127.0,88135.0,0.05728
1766298480.0,88136.0,88145.0,88136.0,88145.0,0.01191763
1766298540.0,88145.0,88145.0,88135.0,88137.0,0.21573895
1766298600.0,88144.0,88145.0,88144.0,88144.0,0.02034973
1766298660.0,88145.0,88149.0,88113.0,88113.0,0.28436435
1766298720.0,88113.0,88113.0,88113.0,88113.0,0.0109535
1766298780.0,88116.0,88116.0,88115.0,88115.0,0.00192125
1766298840.0,88116.0,88128.0,88116.0,88127.0,0.15385184
1766298900.0,88127.0,88127.0,88121.0,88121.0,0.00587376
1766298960.0,88121.0,88121.0,88120.0,88120.0,0.00071825
1766299020.0,88121.0,88121.0,88120.0,88121.0,0.00869085
1766299080.0,88120.0,88120.0,88120.0,88120.0,0.00269897
1766299140.0,88120.0,88120.0,88088.0,88088.0,0.31127942
1766299200.0,88089.0,88093.0,88089.0,88093.0,0.13980006
1766299260.0,88092.0,88092.0,88087.0,88087.0,0.21723867
1766299320.0,88088.0,88088.0,88086.0,88086.0,0.28579872
1766299380.0,88085.0,88085.0,88085.0,88085.0,0.00034059
1766299440.0,88085.0,88086.0,88085.0,88086.0,0.02396515
1766299500.0,88085.0,88089.0,88085.0,88089.0,0.20494921
1766299560.0,88089.0,88102.0,88089.0,88102.0,0.06363008
1766299620.0,88102.0,88102.0,88102.0,88102.0,0.010078
1766299680.0,88102.0,88102.0,88101.0,88101.0,0.00767004
1766299740.0,88102.0,88102.0,88061.0,88061.0,0.80397092
1766299800.0,88061.0,88062.0,88050.0,88050.0,4.90485378
1766299860.0,88050.0,88051.0,88050.0,88051.0,0.01250309
1766299920.0,88052.0,88066.0,88052.0,88066.0,0.0365654
1766299980.0,88069.0,88071.0,88069.0,88071.0,0.03049669
1766300040.0,88071.0,88071.0,88070.0,88071.0,0.00564046
1766300100.0,88070.0,88070.0,88070.0,88070.0,0.00051
1766300160.0,88070.0,88071.0,88061.0,88061.0,0.02277782
1766300220.0,88062.0,88062.0,88062.0,88062.0,0.00204629
1766300280.0,88062.0,88063.0,88062.0,88063.0,0.01407333
1766300340.0,88063.0,88063.0,88063.0,88063.0,0.0037461
